settlement_period,price,asset,action,power_mw,soc,energy_mwh,settle_price,settle_price_discharge,settle_price_charge
1,131.63604512553897,Battery_4,charge,1.11,50.6,40.5,142.81,137.91,143.71
2,131.5568855100103,Battery_4,charge,10.0,56.2,45.0,139.68,134.78,140.58
3,131.40118712238538,Battery_4,charge,10.0,61.9,49.5,143.47,138.57,144.37
4,129.62540770235054,Battery_4,charge,10.0,67.5,54.0,140.4,135.5,141.3
5,129.25041442080052,Battery_4,charge,10.0,73.1,58.5,138.2,133.29999999999998,139.1
6,126.48956485715217,Battery_4,charge,10.0,78.8,63.0,142.13,137.23,143.03
7,127.11131291252049,Battery_4,charge,10.0,84.4,67.5,140.43,135.53,141.33
8,125.9993067754308,Battery_4,charge,10.0,90.0,72.0,139.03,134.13,139.93
9,136.16199053876176,Battery_4,hold,0.0,90.0,72.0,136.31,131.41,137.21
10,136.86728362232526,Battery_4,hold,0.0,90.0,72.0,152.69,147.79,153.59
11,162.3850066957018,Battery_4,hold,0.0,90.0,72.0,161.73,156.82999999999998,162.63
12,172.74337602216832,Battery_4,hold,0.0,90.0,72.0,152.57,147.67,153.47
13,186.28480233626308,Battery_4,hold,0.0,90.0,72.0,166.0,161.1,166.9
14,196.22107662532068,Battery_4,hold,0.0,90.0,72.0,168.7,163.79999999999998,169.6
15,204.7977218452235,Battery_4,discharge,5.2,86.4,69.11,180.97,176.07,181.87
16,218.9540192303958,Battery_4,discharge,10.0,79.4,63.56,181.41,176.51,182.31
17,216.3442102377276,Battery_4,discharge,10.0,72.5,58.0,150.92,146.01999999999998,151.82
18,209.5597073936761,Battery_4,discharge,10.0,65.6,52.44,150.12,145.22,151.02
19,189.24400985980546,Battery_4,hold,0.0,65.6,52.44,133.27,128.37,134.17000000000002
20,179.65210268253878,Battery_4,hold,0.0,65.6,52.44,132.64,127.73999999999998,133.54
21,171.95065127386277,Battery_4,hold,0.0,65.6,52.44,129.53,124.63,130.43
22,170.66388153988783,Battery_4,hold,0.0,65.6,52.44,129.11,124.21000000000001,130.01000000000002
23,163.8930856529874,Battery_4,hold,0.0,65.6,52.44,128.53,123.63,129.43
24,163.76077308980445,Battery_4,hold,0.0,65.6,52.44,122.98,118.08,123.88000000000001
25,167.9522510127335,Battery_4,hold,0.0,65.6,52.44,123.62,118.72,124.52000000000001
26,171.38131949282553,Battery_4,hold,0.0,65.6,52.44,123.37,118.47,124.27000000000001
27,168.7981722253305,Battery_4,hold,0.0,65.6,52.44,122.04,117.14,122.94000000000001
28,167.10734027476119,Battery_4,hold,0.0,65.6,52.44,122.03,117.13,122.93
29,166.13787274598099,Battery_4,hold,0.0,65.6,52.44,123.86,118.96,124.76
30,173.07438509679088,Battery_4,hold,0.0,65.6,52.44,127.71,122.80999999999999,128.60999999999999
31,183.0240377536499,Battery_4,hold,0.0,65.6,52.44,132.53,127.63,133.43
32,184.0770163254857,Battery_4,hold,0.0,65.6,52.44,135.36,130.46,136.26000000000002
33,191.3480491083224,Battery_4,hold,0.0,65.6,52.44,154.24,149.34,155.14000000000001
34,190.6793952172211,Battery_4,hold,0.0,65.6,52.44,186.81,181.91,187.71
35,212.69660595884412,Battery_4,discharge,10.0,58.6,46.89,220.01,215.10999999999999,220.91
36,220.41488478655953,Battery_4,discharge,10.0,51.7,41.33,224.84,219.94,225.74
37,234.96008975944932,Battery_4,discharge,10.0,44.7,35.78,236.8,231.9,237.70000000000002
38,237.13853725476582,Battery_4,discharge,10.0,37.8,30.22,227.31,222.41,228.21
39,232.28328718819301,Battery_4,discharge,10.0,30.8,24.67,228.4,223.5,229.3
40,227.24072708627816,Battery_4,discharge,10.0,23.9,19.11,224.96,220.06,225.86
41,212.62764950470054,Battery_4,discharge,10.0,16.9,13.56,213.71,208.81,214.61
42,210.13949119419365,Battery_4,discharge,10.0,10.0,8.0,200.57,195.67,201.47
43,188.19659334946263,Battery_4,hold,0.0,10.0,8.0,190.89,185.98999999999998,191.79
44,181.51309846551192,Battery_4,hold,0.0,10.0,8.0,172.15,167.25,173.05
45,166.2473825243697,Battery_4,hold,0.0,10.0,8.0,166.13,161.23,167.03
46,156.4532582172992,Battery_4,hold,0.0,10.0,8.0,156.24,151.34,157.14000000000001
47,147.05514927361043,Battery_4,hold,0.0,10.0,8.0,142.47,137.57,143.37
48,141.19673475818496,Battery_4,hold,0.0,10.0,8.0,149.06,144.16,149.96
1,131.63604512553897,Battery_5,charge,2.22,50.6,81.0,142.81,137.91,143.71
2,131.5568855100103,Battery_5,charge,20.0,56.2,90.0,139.68,134.78,140.58
3,131.40118712238538,Battery_5,charge,20.0,61.9,99.0,143.47,138.57,144.37
4,129.62540770235054,Battery_5,charge,20.0,67.5,108.0,140.4,135.5,141.3
5,129.25041442080052,Battery_5,charge,20.0,73.1,117.0,138.2,133.29999999999998,139.1
6,126.48956485715217,Battery_5,charge,20.0,78.8,126.0,142.13,137.23,143.03
7,127.11131291252049,Battery_5,charge,20.0,84.4,135.0,140.43,135.53,141.33
8,125.9993067754308,Battery_5,charge,20.0,90.0,144.0,139.03,134.13,139.93
9,136.16199053876176,Battery_5,hold,0.0,90.0,144.0,136.31,131.41,137.21
10,136.86728362232526,Battery_5,hold,0.0,90.0,144.0,152.69,147.79,153.59
11,162.3850066957018,Battery_5,hold,0.0,90.0,144.0,161.73,156.82999999999998,162.63
12,172.74337602216832,Battery_5,hold,0.0,90.0,144.0,152.57,147.67,153.47
13,186.28480233626308,Battery_5,hold,0.0,90.0,144.0,166.0,161.1,166.9
14,196.22107662532068,Battery_5,hold,0.0,90.0,144.0,168.7,163.79999999999998,169.6
15,204.7977218452235,Battery_5,discharge,10.4,86.4,138.22,180.97,176.07,181.87
16,218.9540192303958,Battery_5,discharge,20.0,79.4,127.11,181.41,176.51,182.31
17,216.3442102377276,Battery_5,discharge,20.0,72.5,116.0,150.92,146.01999999999998,151.82
18,209.5597073936761,Battery_5,discharge,20.0,65.6,104.89,150.12,145.22,151.02
19,189.24400985980546,Battery_5,hold,0.0,65.6,104.89,133.27,128.37,134.17000000000002
20,179.65210268253878,Battery_5,hold,0.0,65.6,104.89,132.64,127.73999999999998,133.54
21,171.95065127386277,Battery_5,hold,0.0,65.6,104.89,129.53,124.63,130.43
22,170.66388153988783,Battery_5,hold,0.0,65.6,104.89,129.11,124.21000000000001,130.01000000000002
23,163.8930856529874,Battery_5,hold,0.0,65.6,104.89,128.53,123.63,129.43
24,163.76077308980445,Battery_5,hold,0.0,65.6,104.89,122.98,118.08,123.88000000000001
25,167.9522510127335,Battery_5,hold,0.0,65.6,104.89,123.62,118.72,124.52000000000001
26,171.38131949282553,Battery_5,hold,0.0,65.6,104.89,123.37,118.47,124.27000000000001
27,168.7981722253305,Battery_5,hold,0.0,65.6,104.89,122.04,117.14,122.94000000000001
28,167.10734027476119,Battery_5,hold,0.0,65.6,104.89,122.03,117.13,122.93
29,166.13787274598099,Battery_5,hold,0.0,65.6,104.89,123.86,118.96,124.76
30,173.07438509679088,Battery_5,hold,0.0,65.6,104.89,127.71,122.80999999999999,128.60999999999999
31,183.0240377536499,Battery_5,hold,0.0,65.6,104.89,132.53,127.63,133.43
32,184.0770163254857,Battery_5,hold,0.0,65.6,104.89,135.36,130.46,136.26000000000002
33,191.3480491083224,Battery_5,hold,0.0,65.6,104.89,154.24,149.34,155.14000000000001
34,190.6793952172211,Battery_5,hold,0.0,65.6,104.89,186.81,181.91,187.71
35,212.69660595884412,Battery_5,discharge,20.0,58.6,93.78,220.01,215.10999999999999,220.91
36,220.41488478655953,Battery_5,discharge,20.0,51.7,82.67,224.84,219.94,225.74
37,234.96008975944932,Battery_5,discharge,20.0,44.7,71.56,236.8,231.9,237.70000000000002
38,237.13853725476582,Battery_5,discharge,20.0,37.8,60.44,227.31,222.41,228.21
39,232.28328718819301,Battery_5,discharge,20.0,30.8,49.33,228.4,223.5,229.3
40,227.24072708627816,Battery_5,discharge,20.0,23.9,38.22,224.96,220.06,225.86
41,212.62764950470054,Battery_5,discharge,20.0,16.9,27.11,213.71,208.81,214.61
42,210.13949119419365,Battery_5,discharge,20.0,10.0,16.0,200.57,195.67,201.47
43,188.19659334946263,Battery_5,hold,0.0,10.0,16.0,190.89,185.98999999999998,191.79
44,181.51309846551192,Battery_5,hold,0.0,10.0,16.0,172.15,167.25,173.05
45,166.2473825243697,Battery_5,hold,0.0,10.0,16.0,166.13,161.23,167.03
46,156.4532582172992,Battery_5,hold,0.0,10.0,16.0,156.24,151.34,157.14000000000001
47,147.05514927361043,Battery_5,hold,0.0,10.0,16.0,142.47,137.57,143.37
48,141.19673475818496,Battery_5,hold,0.0,10.0,16.0,149.06,144.16,149.96
