settlement_period,price,asset,action,power_mw,soc,reserved_capacity_pct,market_price,revenue,cost,net_pnl
8,80.3,Battery_1,charge,0.97,87.8,50.0,80.3,0.0,38.945499999999996,-38.945499999999996
8,80.3,Battery_2,charge,13.22,87.5,30.0,80.3,0.0,530.783,-530.783
8,80.3,Battery_3,charge,26.44,87.5,30.0,80.3,0.0,1061.566,-1061.566
8,80.3,Battery_4,charge,10.58,87.4,30.0,80.3,0.0,424.787,-424.787
8,80.3,Battery_5,charge,21.16,87.4,30.0,80.3,0.0,849.574,-849.574
9,87.92,Battery_1,hold,0.0,87.8,50.0,87.92,0.0,0.0,0.0
9,87.92,Battery_2,hold,0.0,87.5,30.0,87.92,0.0,0.0,0.0
9,87.92,Battery_3,hold,0.0,87.5,30.0,87.92,0.0,0.0,0.0
9,87.92,Battery_4,hold,0.0,87.4,30.0,87.92,0.0,0.0,0.0
9,87.92,Battery_5,hold,0.0,87.4,30.0,87.92,0.0,0.0,0.0
10,89.3,Battery_1,hold,0.0,87.8,50.0,89.3,0.0,0.0,0.0
10,89.3,Battery_2,hold,0.0,87.5,30.0,89.3,0.0,0.0,0.0
10,89.3,Battery_3,hold,0.0,87.5,30.0,89.3,0.0,0.0,0.0
10,89.3,Battery_4,hold,0.0,87.4,30.0,89.3,0.0,0.0,0.0
10,89.3,Battery_5,hold,0.0,87.4,30.0,89.3,0.0,0.0,0.0
11,107.45,Battery_1,hold,0.0,87.8,50.0,107.45,0.0,0.0,0.0
11,107.45,Battery_2,hold,0.0,87.5,30.0,107.45,0.0,0.0,0.0
11,107.45,Battery_3,hold,0.0,87.5,30.0,107.45,0.0,0.0,0.0
11,107.45,Battery_4,hold,0.0,87.4,30.0,107.45,0.0,0.0,0.0
11,107.45,Battery_5,hold,0.0,87.4,30.0,107.45,0.0,0.0,0.0
12,105.38,Battery_1,hold,0.0,87.8,50.0,105.38,0.0,0.0,0.0
12,105.38,Battery_2,hold,0.0,87.5,30.0,105.38,0.0,0.0,0.0
12,105.38,Battery_3,hold,0.0,87.5,30.0,105.38,0.0,0.0,0.0
12,105.38,Battery_4,hold,0.0,87.4,30.0,105.38,0.0,0.0,0.0
12,105.38,Battery_5,hold,0.0,87.4,30.0,105.38,0.0,0.0,0.0
13,112.16,Battery_1,discharge,5.0,73.9,50.0,112.16,280.4,0.0,280.4
13,112.16,Battery_2,discharge,17.5,77.7,30.0,112.16,981.4,0.0,981.4
13,112.16,Battery_3,discharge,35.0,77.7,30.0,112.16,1962.8,0.0,1962.8
13,112.16,Battery_4,discharge,14.0,77.7,30.0,112.16,785.12,0.0,785.12
13,112.16,Battery_5,discharge,28.0,77.7,30.0,112.16,1570.24,0.0,1570.24
14,118.26,Battery_1,discharge,5.0,60.0,50.0,118.26,295.65000000000003,0.0,295.65000000000003
14,118.26,Battery_2,discharge,17.5,68.0,30.0,118.26,1034.775,0.0,1034.775
14,118.26,Battery_3,discharge,35.0,68.0,30.0,118.26,2069.55,0.0,2069.55
14,118.26,Battery_4,discharge,14.0,68.0,30.0,118.26,827.82,0.0,827.82
14,118.26,Battery_5,discharge,28.0,68.0,30.0,118.26,1655.64,0.0,1655.64
15,113.71,Battery_1,discharge,5.0,46.1,50.0,113.71,284.275,0.0,284.275
15,113.71,Battery_2,discharge,17.5,58.3,30.0,113.71,994.9625,0.0,994.9625
15,113.71,Battery_3,discharge,35.0,58.3,30.0,113.71,1989.925,0.0,1989.925
15,113.71,Battery_4,discharge,14.0,58.3,30.0,113.71,795.9699999999999,0.0,795.9699999999999
15,113.71,Battery_5,discharge,28.0,58.3,30.0,113.71,1591.9399999999998,0.0,1591.9399999999998
16,110.79,Battery_1,hold,0.0,46.1,50.0,110.79,0.0,0.0,0.0
16,110.79,Battery_2,hold,0.0,58.3,30.0,110.79,0.0,0.0,0.0
16,110.79,Battery_3,hold,0.0,58.3,30.0,110.79,0.0,0.0,0.0
16,110.79,Battery_4,hold,0.0,58.3,30.0,110.79,0.0,0.0,0.0
16,110.79,Battery_5,hold,0.0,58.3,30.0,110.79,0.0,0.0,0.0
17,102.14,Battery_1,hold,0.0,46.1,50.0,102.14,0.0,0.0,0.0
17,102.14,Battery_2,hold,0.0,58.3,30.0,102.14,0.0,0.0,0.0
17,102.14,Battery_3,hold,0.0,58.3,30.0,102.14,0.0,0.0,0.0
17,102.14,Battery_4,hold,0.0,58.3,30.0,102.14,0.0,0.0,0.0
17,102.14,Battery_5,hold,0.0,58.3,30.0,102.14,0.0,0.0,0.0
18,98.4,Battery_1,hold,0.0,46.1,50.0,98.4,0.0,0.0,0.0
18,98.4,Battery_2,hold,0.0,58.3,30.0,98.4,0.0,0.0,0.0
18,98.4,Battery_3,hold,0.0,58.3,30.0,98.4,0.0,0.0,0.0
18,98.4,Battery_4,hold,0.0,58.3,30.0,98.4,0.0,0.0,0.0
18,98.4,Battery_5,hold,0.0,58.3,30.0,98.4,0.0,0.0,0.0
19,104.78,Battery_1,hold,0.0,46.1,50.0,104.78,0.0,0.0,0.0
19,104.78,Battery_2,hold,0.0,58.3,30.0,104.78,0.0,0.0,0.0
19,104.78,Battery_3,hold,0.0,58.3,30.0,104.78,0.0,0.0,0.0
19,104.78,Battery_4,hold,0.0,58.3,30.0,104.78,0.0,0.0,0.0
19,104.78,Battery_5,hold,0.0,58.3,30.0,104.78,0.0,0.0,0.0
20,104.17,Battery_1,hold,0.0,46.1,50.0,104.17,0.0,0.0,0.0
20,104.17,Battery_2,hold,0.0,58.3,30.0,104.17,0.0,0.0,0.0
20,104.17,Battery_3,hold,0.0,58.3,30.0,104.17,0.0,0.0,0.0
20,104.17,Battery_4,hold,0.0,58.3,30.0,104.17,0.0,0.0,0.0
20,104.17,Battery_5,hold,0.0,58.3,30.0,104.17,0.0,0.0,0.0
21,103.59,Battery_1,hold,0.0,46.1,50.0,103.59,0.0,0.0,0.0
21,103.59,Battery_2,hold,0.0,58.3,30.0,103.59,0.0,0.0,0.0
21,103.59,Battery_3,hold,0.0,58.3,30.0,103.59,0.0,0.0,0.0
21,103.59,Battery_4,hold,0.0,58.3,30.0,103.59,0.0,0.0,0.0
21,103.59,Battery_5,hold,0.0,58.3,30.0,103.59,0.0,0.0,0.0
22,106.62,Battery_1,hold,0.0,46.1,50.0,106.62,0.0,0.0,0.0
22,106.62,Battery_2,hold,0.0,58.3,30.0,106.62,0.0,0.0,0.0
22,106.62,Battery_3,hold,0.0,58.3,30.0,106.62,0.0,0.0,0.0
22,106.62,Battery_4,hold,0.0,58.3,30.0,106.62,0.0,0.0,0.0
22,106.62,Battery_5,hold,0.0,58.3,30.0,106.62,0.0,0.0,0.0
23,108.92,Battery_1,hold,0.0,46.1,50.0,108.92,0.0,0.0,0.0
23,108.92,Battery_2,hold,0.0,58.3,30.0,108.92,0.0,0.0,0.0
23,108.92,Battery_3,hold,0.0,58.3,30.0,108.92,0.0,0.0,0.0
23,108.92,Battery_4,hold,0.0,58.3,30.0,108.92,0.0,0.0,0.0
23,108.92,Battery_5,hold,0.0,58.3,30.0,108.92,0.0,0.0,0.0
24,109.88,Battery_1,hold,0.0,46.1,50.0,109.88,0.0,0.0,0.0
24,109.88,Battery_2,hold,0.0,58.3,30.0,109.88,0.0,0.0,0.0
24,109.88,Battery_3,hold,0.0,58.3,30.0,109.88,0.0,0.0,0.0
24,109.88,Battery_4,hold,0.0,58.3,30.0,109.88,0.0,0.0,0.0
24,109.88,Battery_5,hold,0.0,58.3,30.0,109.88,0.0,0.0,0.0
25,111.26,Battery_1,hold,0.0,46.1,50.0,111.26,0.0,0.0,0.0
25,111.26,Battery_2,hold,0.0,58.3,30.0,111.26,0.0,0.0,0.0
25,111.26,Battery_3,hold,0.0,58.3,30.0,111.26,0.0,0.0,0.0
25,111.26,Battery_4,hold,0.0,58.3,30.0,111.26,0.0,0.0,0.0
25,111.26,Battery_5,hold,0.0,58.3,30.0,111.26,0.0,0.0,0.0
26,107.46,Battery_1,hold,0.0,46.1,50.0,107.46,0.0,0.0,0.0
26,107.46,Battery_2,hold,0.0,58.3,30.0,107.46,0.0,0.0,0.0
26,107.46,Battery_3,hold,0.0,58.3,30.0,107.46,0.0,0.0,0.0
26,107.46,Battery_4,hold,0.0,58.3,30.0,107.46,0.0,0.0,0.0
26,107.46,Battery_5,hold,0.0,58.3,30.0,107.46,0.0,0.0,0.0
27,98.49,Battery_1,hold,0.0,46.1,50.0,98.49,0.0,0.0,0.0
27,98.49,Battery_2,hold,0.0,58.3,30.0,98.49,0.0,0.0,0.0
27,98.49,Battery_3,hold,0.0,58.3,30.0,98.49,0.0,0.0,0.0
27,98.49,Battery_4,hold,0.0,58.3,30.0,98.49,0.0,0.0,0.0
27,98.49,Battery_5,hold,0.0,58.3,30.0,98.49,0.0,0.0,0.0
28,93.18,Battery_1,hold,0.0,46.1,50.0,93.18,0.0,0.0,0.0
28,93.18,Battery_2,hold,0.0,58.3,30.0,93.18,0.0,0.0,0.0
28,93.18,Battery_3,hold,0.0,58.3,30.0,93.18,0.0,0.0,0.0
28,93.18,Battery_4,hold,0.0,58.3,30.0,93.18,0.0,0.0,0.0
28,93.18,Battery_5,hold,0.0,58.3,30.0,93.18,0.0,0.0,0.0
29,95.51,Battery_1,hold,0.0,46.1,50.0,95.51,0.0,0.0,0.0
29,95.51,Battery_2,hold,0.0,58.3,30.0,95.51,0.0,0.0,0.0
29,95.51,Battery_3,hold,0.0,58.3,30.0,95.51,0.0,0.0,0.0
29,95.51,Battery_4,hold,0.0,58.3,30.0,95.51,0.0,0.0,0.0
29,95.51,Battery_5,hold,0.0,58.3,30.0,95.51,0.0,0.0,0.0
30,89.83,Battery_1,hold,0.0,46.1,50.0,89.83,0.0,0.0,0.0
30,89.83,Battery_2,hold,0.0,58.3,30.0,89.83,0.0,0.0,0.0
30,89.83,Battery_3,hold,0.0,58.3,30.0,89.83,0.0,0.0,0.0
30,89.83,Battery_4,hold,0.0,58.3,30.0,89.83,0.0,0.0,0.0
30,89.83,Battery_5,hold,0.0,58.3,30.0,89.83,0.0,0.0,0.0
31,104.27,Battery_1,hold,0.0,46.1,50.0,104.27,0.0,0.0,0.0
31,104.27,Battery_2,hold,0.0,58.3,30.0,104.27,0.0,0.0,0.0
31,104.27,Battery_3,hold,0.0,58.3,30.0,104.27,0.0,0.0,0.0
31,104.27,Battery_4,hold,0.0,58.3,30.0,104.27,0.0,0.0,0.0
31,104.27,Battery_5,hold,0.0,58.3,30.0,104.27,0.0,0.0,0.0
32,107.79,Battery_1,hold,0.0,46.1,50.0,107.79,0.0,0.0,0.0
32,107.79,Battery_2,hold,0.0,58.3,30.0,107.79,0.0,0.0,0.0
32,107.79,Battery_3,hold,0.0,58.3,30.0,107.79,0.0,0.0,0.0
32,107.79,Battery_4,hold,0.0,58.3,30.0,107.79,0.0,0.0,0.0
32,107.79,Battery_5,hold,0.0,58.3,30.0,107.79,0.0,0.0,0.0
33,106.89,Battery_1,hold,0.0,46.1,50.0,106.89,0.0,0.0,0.0
33,106.89,Battery_2,hold,0.0,58.3,30.0,106.89,0.0,0.0,0.0
33,106.89,Battery_3,hold,0.0,58.3,30.0,106.89,0.0,0.0,0.0
33,106.89,Battery_4,hold,0.0,58.3,30.0,106.89,0.0,0.0,0.0
33,106.89,Battery_5,hold,0.0,58.3,30.0,106.89,0.0,0.0,0.0
34,111.31,Battery_1,hold,0.0,46.1,50.0,111.31,0.0,0.0,0.0
34,111.31,Battery_2,hold,0.0,58.3,30.0,111.31,0.0,0.0,0.0
34,111.31,Battery_3,hold,0.0,58.3,30.0,111.31,0.0,0.0,0.0
34,111.31,Battery_4,hold,0.0,58.3,30.0,111.31,0.0,0.0,0.0
34,111.31,Battery_5,hold,0.0,58.3,30.0,111.31,0.0,0.0,0.0
35,117.41,Battery_1,discharge,5.0,32.3,50.0,117.41,293.525,0.0,293.525
35,117.41,Battery_2,discharge,17.5,48.6,30.0,117.41,1027.3374999999999,0.0,1027.3374999999999
35,117.41,Battery_3,discharge,35.0,48.6,30.0,117.41,2054.6749999999997,0.0,2054.6749999999997
35,117.41,Battery_4,discharge,14.0,48.6,30.0,117.41,821.87,0.0,821.87
35,117.41,Battery_5,discharge,28.0,48.6,30.0,117.41,1643.74,0.0,1643.74
36,116.3,Battery_1,discharge,4.01,21.1,50.0,116.3,233.18149999999997,0.0,233.18149999999997
36,116.3,Battery_2,discharge,17.5,38.8,30.0,116.3,1017.625,0.0,1017.625
36,116.3,Battery_3,discharge,35.0,38.8,30.0,116.3,2035.25,0.0,2035.25
36,116.3,Battery_4,discharge,14.0,38.8,30.0,116.3,814.1,0.0,814.1
36,116.3,Battery_5,discharge,28.0,38.8,30.0,116.3,1628.2,0.0,1628.2
37,118.37,Battery_1,discharge,2.0,15.6,50.0,118.37,118.37,0.0,118.37
37,118.37,Battery_2,discharge,17.5,29.1,30.0,118.37,1035.7375,0.0,1035.7375
37,118.37,Battery_3,discharge,35.0,29.1,30.0,118.37,2071.475,0.0,2071.475
37,118.37,Battery_4,discharge,14.0,29.1,30.0,118.37,828.59,0.0,828.59
37,118.37,Battery_5,discharge,28.0,29.1,30.0,118.37,1657.18,0.0,1657.18
38,119.75,Battery_1,discharge,1.0,12.8,50.0,119.75,59.875,0.0,59.875
38,119.75,Battery_2,discharge,17.5,19.4,30.0,119.75,1047.8125,0.0,1047.8125
38,119.75,Battery_3,discharge,35.0,19.4,30.0,119.75,2095.625,0.0,2095.625
38,119.75,Battery_4,discharge,14.0,19.4,30.0,119.75,838.25,0.0,838.25
38,119.75,Battery_5,discharge,28.0,19.4,30.0,119.75,1676.5,0.0,1676.5
39,114.77,Battery_1,discharge,0.5,11.4,50.0,114.77,28.6925,0.0,28.6925
39,114.77,Battery_2,discharge,11.84,12.8,30.0,114.77,679.4384,0.0,679.4384
39,114.77,Battery_3,discharge,23.67,12.8,30.0,114.77,1358.30295,0.0,1358.30295
39,114.77,Battery_4,discharge,9.47,12.8,30.0,114.77,543.43595,0.0,543.43595
39,114.77,Battery_5,discharge,18.94,12.8,30.0,114.77,1086.8719,0.0,1086.8719
40,120.43,Battery_1,discharge,0.25,10.7,50.0,120.43,15.05375,0.0,15.05375
40,120.43,Battery_2,discharge,3.55,10.8,30.0,120.43,213.76325,0.0,213.76325
40,120.43,Battery_3,discharge,7.1,10.8,30.0,120.43,427.5265,0.0,427.5265
40,120.43,Battery_4,discharge,2.84,10.8,30.0,120.43,171.0106,0.0,171.0106
40,120.43,Battery_5,discharge,5.68,10.8,30.0,120.43,342.0212,0.0,342.0212
41,111.33,Battery_1,hold,0.0,10.7,50.0,111.33,0.0,0.0,0.0
41,111.33,Battery_2,hold,0.0,10.8,30.0,111.33,0.0,0.0,0.0
41,111.33,Battery_3,hold,0.0,10.8,30.0,111.33,0.0,0.0,0.0
41,111.33,Battery_4,hold,0.0,10.8,30.0,111.33,0.0,0.0,0.0
41,111.33,Battery_5,hold,0.0,10.8,30.0,111.33,0.0,0.0,0.0
42,114.8,Battery_1,discharge,0.13,10.3,50.0,114.8,7.462,0.0,7.462
42,114.8,Battery_2,discharge,1.07,10.3,30.0,114.8,61.418,0.0,61.418
42,114.8,Battery_3,discharge,2.13,10.3,30.0,114.8,122.26199999999999,0.0,122.26199999999999
42,114.8,Battery_4,discharge,0.85,10.3,30.0,114.8,48.79,0.0,48.79
42,114.8,Battery_5,discharge,1.7,10.3,30.0,114.8,97.58,0.0,97.58
43,103.3,Battery_1,hold,0.0,10.3,50.0,103.3,0.0,0.0,0.0
43,103.3,Battery_2,hold,0.0,10.3,30.0,103.3,0.0,0.0,0.0
43,103.3,Battery_3,hold,0.0,10.3,30.0,103.3,0.0,0.0,0.0
43,103.3,Battery_4,hold,0.0,10.3,30.0,103.3,0.0,0.0,0.0
43,103.3,Battery_5,hold,0.0,10.3,30.0,103.3,0.0,0.0,0.0
44,79.92,Battery_1,charge,5.0,21.6,50.0,79.92,0.0,199.8,-199.8
44,79.92,Battery_2,charge,17.5,18.1,30.0,79.92,0.0,699.3000000000001,-699.3000000000001
44,79.92,Battery_3,charge,35.0,18.1,30.0,79.92,0.0,1398.6000000000001,-1398.6000000000001
44,79.92,Battery_4,charge,14.0,18.1,30.0,79.92,0.0,559.44,-559.44
44,79.92,Battery_5,charge,28.0,18.1,30.0,79.92,0.0,1118.88,-1118.88
45,75.82,Battery_1,charge,5.0,32.8,50.0,75.82,0.0,189.54999999999998,-189.54999999999998
45,75.82,Battery_2,charge,17.5,26.0,30.0,75.82,0.0,663.425,-663.425
45,75.82,Battery_3,charge,35.0,26.0,30.0,75.82,0.0,1326.85,-1326.85
45,75.82,Battery_4,charge,14.0,26.0,30.0,75.82,0.0,530.74,-530.74
45,75.82,Battery_5,charge,28.0,26.0,30.0,75.82,0.0,1061.48,-1061.48
46,74.64,Battery_1,charge,5.0,44.1,50.0,74.64,0.0,186.6,-186.6
46,74.64,Battery_2,charge,17.5,33.9,30.0,74.64,0.0,653.1,-653.1
46,74.64,Battery_3,charge,35.0,33.9,30.0,74.64,0.0,1306.2,-1306.2
46,74.64,Battery_4,charge,14.0,33.9,30.0,74.64,0.0,522.48,-522.48
46,74.64,Battery_5,charge,28.0,33.9,30.0,74.64,0.0,1044.96,-1044.96
47,69.19,Battery_1,charge,5.0,55.3,50.0,69.19,0.0,172.975,-172.975
47,69.19,Battery_2,charge,17.5,41.8,30.0,69.19,0.0,605.4125,-605.4125
47,69.19,Battery_3,charge,35.0,41.8,30.0,69.19,0.0,1210.825,-1210.825
47,69.19,Battery_4,charge,14.0,41.8,30.0,69.19,0.0,484.33,-484.33
47,69.19,Battery_5,charge,28.0,41.8,30.0,69.19,0.0,968.66,-968.66
48,63.42,Battery_1,charge,5.0,66.6,50.0,63.42,0.0,158.55,-158.55
48,63.42,Battery_2,charge,17.5,49.6,30.0,63.42,0.0,554.9250000000001,-554.9250000000001
48,63.42,Battery_3,charge,35.0,49.6,30.0,63.42,0.0,1109.8500000000001,-1109.8500000000001
48,63.42,Battery_4,charge,14.0,49.6,30.0,63.42,0.0,443.94,-443.94
48,63.42,Battery_5,charge,28.0,49.6,30.0,63.42,0.0,887.88,-887.88
